user,uid,proc_pid,proc_ppid,path,argv,conn_id,timestamp_epoch_ms,source_port,dest_port,ip_version,source_ip,dest_ip,byte_cnt,packet_cnt
,0,9399,9397,/usr/bin/perl,,4036362240,1371796666872,48509,6667,4,10.32.92.230,69.42.215.170,1680,30
,0,9399,9397,/usr/bin/perl,,4036362240,1371796670875,48511,6667,4,10.32.92.230,69.42.215.170,1680,30
,0,9399,9397,/usr/bin/perl,,4036362240,1371796674878,42881,6667,4,10.32.92.230,69.42.215.170,1680,30
,0,9450,9448,/usr/bin/perl,,4134135488,1371796668846,39484,53,4,10.32.92.230,70.0.0.1,224,4
,0,9455,9453,/usr/bin/perl,,4134134912,1371796668938,48314,53,4,10.32.92.230,70.0.0.1,224,4
,0,9399,9397,/usr/bin/perl,,4036362240,1371796678881,42883,6667,4,10.32.92.230,69.42.215.170,1400,25
,0,3476,3475,/sbin/ttymon,ttymon,4035318272,1371796672002,0,0,4,10.32.92.230,210.163.43.1,2088,2
,0,9399,9397,/usr/bin/perl,,4036362240,1371796682885,42885,6667,4,10.32.92.230,69.42.215.170,1120,20
,0,9399,9397,/usr/bin/perl,,4036362240,1371796686889,42887,6667,4,10.32.92.230,69.42.215.170,840,15
,0,9399,9397,/usr/bin/perl,,4036362240,1371796690892,42889,6667,4,10.32.92.230,69.42.215.170,612,11
,0,9399,9397,/usr/bin/perl,,4036362240,1371796694896,42891,6667,4,10.32.92.230,69.42.215.170,1680,30
,0,9450,9448,/usr/bin/perl,,4134135488,1371796688847,35640,53,4,10.32.92.230,70.0.0.1,224,4
,0,9455,9453,/usr/bin/perl,,4134134912,1371796688946,36288,53,4,10.32.92.230,70.0.0.1,224,4
,0,9399,9397,/usr/bin/perl,,4036362240,1371796698900,42893,6667,4,10.32.92.230,69.42.215.170,1680,30
,0,3238,2599,/bin/cat,cat,4035318272,1371796692002,30063,30072,4,127.0.0.171,108.122.0.0,4480,224
,0,9399,9397,/usr/bin/perl,,4036362240,1371796702903,42895,6667,4,10.32.92.230,69.42.215.170,1732,31
,0,9399,9397,/usr/bin/perl,,4036362240,1371796706907,42897,6667,4,10.32.92.230,69.42.215.170,1452,26
,0,9399,9397,/usr/bin/perl,,4036362240,1371796710910,42899,6667,4,10.32.92.230,69.42.215.170,1172,21
